Reporter Name,Partner Name,Trade Flow,Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
China,Latvia,Export,Export Share in Total Products (%),11.8174,14.3155,18.8317,23.2455,26.6061,30.9865,34.5619,39.4479,40.1752,37.632,42.1643,44.497,45.0838,46.0321,46.9618,45.3643,46.7285,46.7907
China,Lebanon,Export,Export Share in Total Products (%),29.0746,32.8464,34.8587,38.6512,41.1031,42.6433,43.9764,48.3526,50.7074,52.2355,53.6372,52.9822,53.1038,55.6862,55.8618,55.8989,56.5542,56.4981
China,Lesotho,Export,Export Share in Total Products (%),1.2922,2.0451,2.4462,3.372,3.191,3.204,4.0227,5.8103,9.0052,8.8519,8.1724,9.7007,13.9783,15.7359,18.6582,14.5274,13.3575,13.0415
China,Liberia,Export,Export Share in Total Products (%),4.2518,6.4065,4.4918,5.4373,8.9814,11.2142,13.3951,17.2752,20.256,20.1528,20.8801,24.3079,27.6846,31.1101,28.4843,30.3632,30.5185,31.4811
China,Libya,Export,Export Share in Total Products (%),8.1284,11.4983,17.9249,19.1359,22.2105,27.1922,30.7919,34.2609,40.2201,43.1364,44.8361,32.2305,40.6661,43.9069,43.2347,38.5292,35.8841,34.5203
China,Lithuania,Export,Export Share in Total Products (%),11.0671,15.6302,19.865,25.4373,29.142,32.8415,36.3732,41.0508,44.5991,43.406,46.1608,48.9309,50.725,51.2548,52.3379,49.921,50.9396,51.4402
China,Luxembourg,Export,Export Share in Total Products (%),3.7724,4.1528,4.7448,6.1328,7.1851,9.3803,11.0362,11.9546,12.194,12.1995,13.2465,14.1346,14.2728,13.4976,14.276,15.7004,16.8893,18.3035
China,Macao,Export,Export Share in Total Products (%),38.1826,40.8806,41.8811,45.6691,47.4429,49.0093,49.3892,50.1558,48.2371,47.0456,48.1141,48.3682,49.0485,50.3957,53.761,51.9062,52.9771,54.2753
China,"Macedonia, FYR",Export,Export Share in Total Products (%),3.2305,3.2346,4.3652,6.7018,8.0093,8.769,10.5097,14.3366,16.2362,14.918,14.7957,16.3853,17.8296,17.929,20.646,21.4302,23.0473,23.6335
China,Madagascar,Export,Export Share in Total Products (%),19.3831,21.7028,16.5542,23.3509,25.0211,27.1079,28.4962,32.9029,37.2558,37.6545,37.3821,37.8573,39.1708,41.1712,43.7994,43.4243,44.623,46.9494
China,Malawi,Export,Export Share in Total Products (%),3.5015,3.1511,4.9768,6.6386,7.8614,9.1695,12.0051,12.7783,16.7078,19.7933,19.4207,23.3851,24.4223,26.8822,28.9135,29.7767,30.2468,30.279
China,Malaysia,Export,Export Share in Total Products (%),63.2347,65.4007,67.8827,70.8114,72.8656,74.747,76.8324,79.5191,78.5987,78.9935,79.2546,80.2836,80.879,81.5284,81.8839,82.2468,81.8882,82.4223
China,Maldives,Export,Export Share in Total Products (%),2.2093,2.8589,5.5462,6.491,8.6855,10.1391,11.8997,14.7373,17.898,20.2876,22.0251,23.025,24.1504,25.8874,29.1168,33.9499,36.9255,38.807
China,Mali,Export,Export Share in Total Products (%),5.3981,5.5301,4.2598,6.2803,10.5875,13.6804,13.4162,13.2235,16.2138,20.2651,19.6228,23.9703,19.4382,21.5465,22.679,22.6709,25.4698,27.8294
China,Malta,Export,Export Share in Total Products (%),14.9646,16.1728,18.8528,19.726,21.4074,22.618,24.305,26.9145,28.6998,30.8245,30.9834,31.1726,32.0118,34.1623,33.4538,34.3109,33.8465,34.8378
China,Marshall Islands,Export,Export Share in Total Products (%),4.2518,3.9858,1.8979,4.8683,4.776,5.8179,4.6125,7.992,8.4213,6.0661,6.062,6.7522,5.9357,7.0993,7.9512,9.0458,11.2293,12.2477
China,Mauritania,Export,Export Share in Total Products (%),5.3356,6.2604,6.9802,9.2097,9.6365,10.2867,13.8585,15.5387,19.8967,20.3999,23.4621,25.7484,28.6815,30.7484,32.9343,32.2355,33.5975,35.8812
China,Mauritius,Export,Export Share in Total Products (%),24.01,23.727,27.8153,29.1675,31.8047,33.9587,37.0472,40.2271,41.6349,42.4399,44.5442,45.6898,47.5759,47.0947,49.1077,49.8985,51.0528,51.599
China,Mayotte,Export,Export Share in Total Products (%),,,,0.4215,0.7819,1.1594,1.2426,1.6696,3.1889,4.2238,4.9394,5.9869,7.0231,8.9532,,,,
China,Mexico,Export,Export Share in Total Products (%),37.1822,40.6928,45.6769,48.3667,51.4793,52.7192,57.8138,61.7542,63.3955,63.5588,65.559,67.6795,68.5773,69.5682,71.6061,71.1031,71.4286,72.0572
China,"Micronesia, Fed. Sts.",Export,Export Share in Total Products (%),2.5636,4.0067,1.434,3.8145,3.3178,3.7732,5.2654,4.2297,5.7265,5.1898,4.872,3.6912,4.9615,4.3409,10.0068,7.7825,8.422,13.0415
China,Moldova,Export,Export Share in Total Products (%),0.6253,1.6694,1.5183,1.8967,5.0085,6.9351,10.3623,15.2939,17.0222,16.0189,19.982,20.7517,24.6715,26.3622,28.0777,27.8818,26.0811,27.8748
China,Mongolia,Export,Export Share in Total Products (%),24.7603,26.7321,27.9629,30.98,33.0516,36.7411,38.353,40.3161,41.0285,41.9456,45.0831,48.4357,48.0743,48.2704,48.2946,50.1241,47.9285,51.2588
China,Montenegro,Export,Export Share in Total Products (%),,,,,,,,14.3143,19.4251,18.333,18.59,18.6135,20.2537,20.009,20.1717,24.1146,25.2207,25.4026
China,Montserrat,Export,Export Share in Total Products (%),,0.0417,0.0633,0.0421,0.0845,0.1897,0.1474,0.0668,0.2919,0.0674,0.0225,0.0675,0.0453,0.0904,0.4066,0.2481,0.6566,0.3402
China,Morocco,Export,Export Share in Total Products (%),26.907,28.5267,32.2438,34.6681,37.5528,41.0835,44.7978,47.3954,49.2926,49.2698,51.0103,51.9694,52.1296,52.4305,53.2867,53.1694,54.9015,55.9764
China,Mozambique,Export,Export Share in Total Products (%),9.108,12.3331,12.0202,13.5933,18.6602,21.9646,22.5569,27.5378,29.8001,35.8796,38.9088,37.3396,42.1613,44.3816,47.0522,47.5299,47.4077,47.3123
China,Myanmar,Export,Export Share in Total Products (%),35.7232,39.3573,42.9987,42.9294,44.2308,44.9199,44.9031,51.0908,48.0126,53.1341,53.7719,54.3327,57.3403,59.0549,60.9894,62.1701,62.7349,64.2776
China,Namibia,Export,Export Share in Total Products (%),6.4402,5.8013,7.4863,8.9568,11.3905,12.3735,12.321,17.008,19.5598,22.6017,23.7315,25.3883,27.4807,29.8214,33.4312,34.4462,32.4655,33.7038
China,Nauru,Export,Export Share in Total Products (%),0.5627,0.4174,0.2741,0.0421,0.1479,0.0211,,0.3562,0.0225,0.0674,0.0898,0.3826,0.6117,0.7913,2.6429,2.7521,2.5583,2.3815
China,Nepal,Export,Export Share in Total Products (%),15.9858,14.7955,16.2379,19.3256,19.6957,21.8381,22.9149,25.5343,25.9376,26.421,27.8177,32.208,33.0992,33.7102,37.1809,35.3936,38.1254,42.8895
China,Netherlands,Export,Export Share in Total Products (%),50.6669,52.6503,54.6816,58.3983,61.0735,64.7555,66.8913,70.5476,71.7045,70.8605,71.0373,71.4157,71.6357,72.1456,73.5713,72.637,73.6246,74.2118
China,Netherlands Antilles,Export,Export Share in Total Products (%),5.1897,4.7162,5.1877,6.6175,7.6289,9.1484,10.5518,11.398,13.6986,14.2665,14.7957,,,,,,,
China,New Caledonia,Export,Export Share in Total Products (%),4.2518,4.2362,4.9557,6.765,7.9459,10.3921,12.5527,15.5387,17.4489,18.8722,22.2946,23.7902,24.4903,25.4578,25.7059,26.0997,26.9414,26.3779
China,New Zealand,Export,Export Share in Total Products (%),40.0167,43.0718,47.617,51.2118,54.459,57.5464,59.0986,61.9991,62.4298,62.2332,63.9874,65.5863,65.3602,66.6968,68.6921,67.8096,68.4854,68.9499
China,Nicaragua,Export,Export Share in Total Products (%),7.2739,7.5751,10.1012,14.2466,15.0465,17.9595,20.535,22.7961,24.8372,23.725,25.6174,27.3689,29.7463,30.1379,32.618,34.5139,36.2463,37.6956
China,Niger,Export,Export Share in Total Products (%),1.9383,2.379,3.353,3.8988,5.5156,6.387,7.0977,8.5708,12.6656,21.2761,21.3067,23.5652,20.9107,23.4004,27.5582,23.5958,20.3532,18.6437
China,Nigeria,Export,Export Share in Total Products (%),31.1588,36.3314,40.1518,43.2455,43.3855,46.1214,47.8939,52.2262,53.8289,54.2575,56.2191,58.3165,58.2238,60.2984,62.1866,61.3354,60.969,61.9415
China,Norfolk Island,Export,Export Share in Total Products (%),0.1876,0.1878,0.1687,0.295,0.3593,0.1686,0.5265,1.2244,0.8534,0.4493,0.3592,0.2251,,,,,,0.998
China,Norway,Export,Export Share in Total Products (%),26.5527,28.1511,30.2404,33.5722,36.1158,38.6383,40.7119,44.6572,45.183,45.3381,45.5995,46.2525,45.99,45.2634,47.3007,46.9885,47.4983,47.2443
China,Occ.Pal.Terr,Export,Export Share in Total Products (%),4.7311,3.9858,3.9857,5.058,5.9383,6.5767,7.7928,11.0641,10.7568,12.0872,10.8666,11.5913,10.8971,17.0925,15.6088,17.2569,17.7496,21.0479
China,Oman,Export,Export Share in Total Products (%),10.0667,12.4583,13.8549,15.5743,18.7236,23.3558,26.1373,32.5022,34.2241,36.4637,38.6394,39.5003,40.9379,42.3468,44.3641,45.4997,47.1813,48.7639
China,"Other Asia, nes",Export,Export Share in Total Products (%),65.6107,67.0701,72.1004,73.4879,74.9789,75.8432,75.8425,77.9163,77.7004,77.8252,79.2771,79.6309,80.3126,80.4884,81.5225,80.6903,81.9108,82.1955
China,Pakistan,Export,Export Share in Total Products (%),41.4548,42.8005,50.4429,54.3941,57.7134,60.371,63.9006,65.9617,65.3717,66.2548,66.2101,67.3869,67.8523,68.7316,71.222,72.3438,73.3982,73.7129
China,Palau,Export,Export Share in Total Products (%),2.1259,2.8172,2.4673,2.6133,2.1555,2.6349,2.3799,2.3375,3.9524,2.5612,1.9758,2.5658,3.5795,4.5896,6.7088,9.6323,9.0559,9.6847
China,Panama,Export,Export Share in Total Products (%),29.7624,30.1753,34.0784,35.785,37.8276,38.8491,41.8703,47.2173,48.5515,47.787,49.5734,51.5192,52.3788,52.3174,51.7054,53.2596,53.8601,53.4588
China,Papua New Guinea,Export,Export Share in Total Products (%),14.9646,14.2321,15.078,15.5111,18.1741,20.2993,22.7254,27.0926,29.9349,32.4646,35.0022,34.9314,37.7662,39.5659,41.2243,42.319,42.4723,41.9823
China,Paraguay,Export,Export Share in Total Products (%),13.9642,13.9399,13.391,15.6164,19.5055,21.6273,25.1053,28.9181,33.483,32.8241,37.1801,39.1177,40.2583,42.0303,44.1157,45.3418,44.7815,46.2236
China,Peru,Export,Export Share in Total Products (%),25.5106,28.0885,33.7621,35.8483,37.7219,42.3904,47.7675,51.6696,55.3559,56.5266,58.7337,59.0367,61.0784,61.9037,62.1188,62.8017,63.3688,65.0941
China,Philippines,Export,Export Share in Total Products (%),53.4389,55.3631,59.0257,61.0116,63.0811,64.7976,66.6596,69.9688,71.7269,71.9389,72.811,73.9815,73.7653,74.9717,75.8527,76.2689,75.8207,76.6614
China,Poland,Export,Export Share in Total Products (%),30.7628,34.6202,37.7267,42.2972,46.2384,50.3162,54.0227,59.0383,59.5329,58.3689,60.3278,61.4675,62.2338,62.3106,63.6323,63.4108,65.2253,65.8426
China,Portugal,Export,Export Share in Total Products (%),26.0525,27.8172,29.9873,32.7503,36.1581,41.3364,44.3976,47.5067,48.7536,49.0901,49.8204,50.3264,49.5696,51.3,53.8514,53.7334,54.5619,55.2506
China,Qatar,Export,Export Share in Total Products (%),11.7132,12.7713,13.6229,16.4384,20.6255,25.0843,30.5181,34.862,37.6375,39.7663,41.3336,42.1562,42.9089,44.1782,46.3293,45.5673,46.7965,49.0814
China,Romania,Export,Export Share in Total Products (%),24.2601,26.4816,28.237,31.2329,37.7853,41.9477,47.3463,49.2654,52.0997,49.8989,50.0449,51.6993,51.2234,52.7018,54.5968,54.2296,54.3582,55.364
China,Russian Federation,Export,Export Share in Total Products (%),45.6232,48.6018,53.585,59.2202,61.1369,66.0202,69.3555,74.0427,74.8933,73.0622,75.0561,76.3673,77.4807,77.617,78.4956,77.8028,78.8544,79.1336
China,Rwanda,Export,Export Share in Total Products (%),2.5427,3.2137,3.5428,5.1633,4.3322,6.5556,7.0767,11.4871,11.0487,13.0982,14.9079,16.6329,19.0983,23.1291,24.3054,22.3099,23.6586,27.8521
China,Saint Pierre and Miquelon,Export,Export Share in Total Products (%),,,,,,0.0422,0.0632,0.089,,,,0.045,0.0227,0.0226,0.0678,0.2933,0.4981,0.8165
China,Samoa,Export,Export Share in Total Products (%),3.0846,2.9633,3.9646,4.1939,4.6069,5.6492,7.3505,9.2609,10.3526,11.9524,14.8181,14.7873,16.3344,16.6629,18.6131,20.0541,22.4134,21.1613
China,San Marino,Export,Export Share in Total Products (%),0.1876,0.3548,0.4007,0.4636,0.6551,,,0.9795,0.9656,1.0335,1.2124,1.1254,1.314,1.5148,2.8462,3.0228,2.6036,3.0392
China,Sao Tome and Principe,Export,Export Share in Total Products (%),0.1251,0.2087,0.3585,0.4215,0.5495,1.328,1.3269,1.7142,2.0211,2.2916,2.4023,2.8584,3.7834,4.3409,6.4604,6.1132,6.7467,9.6167
China,Saudi Arabia,Export,Export Share in Total Products (%),39.308,43.0509,46.4994,49.1465,50.7396,55.1433,58.9511,63.0232,64.3611,65.2662,65.1998,66.4641,67.1726,67.4881,67.9015,67.9675,68.3722,68.3829
China,Senegal,Export,Export Share in Total Products (%),9.3789,9.9958,11.493,12.9189,16.885,20.1096,23.9259,28.0499,30.631,31.6558,35.7656,37.9473,37.3811,39.0911,42.2408,44.3266,45.5966,46.269
China,"Serbia, FR(Serbia/Montenegro)",Export,Export Share in Total Products (%),13.6098,15.6302,18.5787,19.6417,23.3516,28.0143,31.7607,33.8825,36.7617,34.5091,35.2941,35.8091,37.1545,38.1189,39.6431,39.8376,41.5893,43.3432
China,Seychelles,Export,Export Share in Total Products (%),5.9817,6.177,4.8925,4.6154,3.6982,5.0801,7.2241,8.1033,9.9483,13.4801,14.0548,16.813,15.4282,15.8264,19.4488,20.4827,21.9832,22.2273
China,Sierra Leone,Export,Export Share in Total Products (%),5.4189,6.2813,8.0768,11.6333,16.4624,14.0177,14.385,14.8486,17.2243,17.4568,18.1859,21.5845,25.2832,25.1187,27.4904,28.3555,33.0088,32.1388
China,Singapore,Export,Export Share in Total Products (%),66.4027,67.6544,70.2446,71.844,74.1336,75.1054,76.8534,79.2965,77.678,78.0948,78.7158,78.438,78.5682,78.4988,79.3088,79.7203,79.2846,79.4284
China,Slovak Republic,Export,Export Share in Total Products (%),9.7749,11.0392,14.7195,19.4731,21.2595,23.672,26.6428,30.3428,32.9665,33.1836,33.8123,36.6194,35.3874,35.7224,37.0906,38.2134,37.7858,39.1018
China,Slovenia,Export,Export Share in Total Products (%),14.6311,16.0058,19.5065,23.0348,27.0076,31.4713,35.1095,39.8931,42.1514,41.4738,43.3543,46.005,46.126,47.2756,47.4588,48.545,50.5547,51.8485
China,Solomon Islands,Export,Export Share in Total Products (%),3.3139,5.6135,3.6904,5.4795,6.6145,8.7057,7.3083,9.2386,9.0501,11.7951,10.6646,11.7938,13.2533,13.9046,17.2803,21.0016,23.9076,25.2438
China,Somalia,Export,Export Share in Total Products (%),0.1876,0.3965,0.6326,1.3277,2.1344,3.0987,3.9806,5.3428,6.2205,7.9757,9.048,10.7585,12.5283,16.7986,20.1491,23.1446,26.4206,27.9655
China,South Africa,Export,Export Share in Total Products (%),46.5611,48.727,51.9823,57.5342,60.9045,62.9427,66.4912,68.2547,68.9423,69.1081,71.0822,71.6858,71.8623,71.8517,72.6225,72.7949,72.2436,72.919
China,South Sudan,Export,Export Share in Total Products (%),,,,,,,,,,,,,14.0236,16.369,15.6765,18.9488,16.844,18.122
China,Spain,Export,Export Share in Total Products (%),47.7282,50.48,53.2265,56.2276,59.869,64.629,67.123,69.9243,70.7388,69.1305,70.0269,71.1681,70.0045,70.269,71.3576,71.7573,72.0172,71.8757
China,Sri Lanka,Export,Export Share in Total Products (%),34.2434,36.8114,40.4682,43.2455,45.224,49.5784,51.4743,55.1425,55.6479,56.6165,60.0808,61.5125,62.0526,62.8533,64.1292,64.6515,64.9083,66.5003
China,St. Kitts and Nevis,Export,Export Share in Total Products (%),0.1667,0.2295,0.4429,0.4215,0.3804,1.075,1.4111,2.6046,2.2681,2.1344,2.6718,1.8681,3.1491,3.7079,4.5403,7.6021,6.6108,8.3919
China,St. Lucia,Export,Export Share in Total Products (%),1.8133,2.5042,2.7625,2.4025,2.6839,4.4899,4.9073,6.1888,7.1413,7.6612,8.0826,9.7907,10.2401,10.8976,12.2205,12.0009,13.6292,13.8807
China,St. Vincent and the Grenadines,Export,Export Share in Total Products (%),0.5419,1.0225,1.6027,1.4963,2.388,2.5084,3.4751,5.8103,3.9973,4.5608,6.2191,5.2667,5.6185,6.7375,6.9573,7.1509,8.3541,9.526
China,Sudan,Export,Export Share in Total Products (%),,,,,,,,,,,,,47.2814,48.8356,47.2555,48.0713,49.151,49.8526
China,Suriname,Export,Export Share in Total Products (%),12.9846,14.8998,13.4121,15.0263,16.2511,17.8331,18.2182,21.4604,23.8715,24.1294,25.1235,25.7934,27.5714,28.6457,28.8683,30.5888,27.8922,30.0068
China,Swaziland,Export,Export Share in Total Products (%),0.917,0.5217,1.0122,1.9389,2.5359,2.4663,2.3589,2.8272,3.9973,4.4709,6.3089,6.2795,5.7771,7.0766,8.403,9.6323,9.6898,10.8868
China,Sweden,Export,Export Share in Total Products (%),32.8679,34.015,36.356,40.0843,42.4768,45.8052,49.3682,52.894,53.8513,54.4147,53.974,54.3327,54.6896,55.234,55.4552,56.6885,56.3278,57.4733
China,Switzerland,Export,Export Share in Total Products (%),30.5127,31.6569,34.3948,37.2603,42.35,42.7277,45.9141,48.6643,50.0337,48.9553,50.3592,52.0369,51.6312,51.6844,52.3379,52.2896,52.6828,53.3908
China,Syrian Arab Republic,Export,Export Share in Total Products (%),22.2384,26.106,31.4003,34.3519,38.7151,41.9477,47.8307,51.7587,52.4366,54.3698,54.8271,50.9341,44.6987,37.2372,44.3415,44.5748,43.242,46.6092
China,Tajikistan,Export,Export Share in Total Products (%),2.1884,2.2538,2.4673,2.824,5.5368,12.3946,13.7953,18.4996,22.9508,25.2752,26.2236,28.7869,30.4486,33.258,37.0228,36.8825,38.9857,37.8544
China,Tanzania,Export,Export Share in Total Products (%),17.7366,19.929,21.763,25.9642,28.5714,32.9258,33.7826,38.5797,41.3429,43.8553,45.2627,46.9728,47.7798,51.7296,54.0547,53.7108,53.4073,54.298
China,Thailand,Export,Export Share in Total Products (%),58.3576,61.3105,65.7528,67.2919,70.8369,73.4823,75.1264,77.9831,78.5987,78.8137,80.1751,81.2514,81.604,81.3023,81.9291,82.2017,82.839,83.7378
China,Togo,Export,Export Share in Total Products (%),9.233,10.2671,11.1767,15.0474,18.6391,19.6037,21.6933,27.9831,29.598,31.1391,32.0611,32.9057,36.4069,37.7572,38.604,37.0855,36.6086,37.4235
China,Tonga,Export,Export Share in Total Products (%),5.5648,3.9441,4.555,5.3109,5.6847,5.0379,5.8972,7.146,11.0038,9.9978,10.5074,12.6266,12.0752,12.2993,15.8347,15.5651,17.9307,18.2354
China,Trinidad and Tobago,Export,Export Share in Total Products (%),11.2338,13.919,16.4066,19.9579,19.8436,22.5548,25.5265,29.163,31.8212,30.6448,32.3978,31.6228,32.4422,34.1171,36.3,38.7097,37.6047,37.5822
China,Tunisia,Export,Export Share in Total Products (%),19.4456,20.9516,23.1337,24.9947,28.1488,32.0616,34.5619,37.9564,41.3205,43.024,44.4769,44.9246,46.2619,47.3208,47.6847,48.6804,49.151,50.1928
China,Turkey,Export,Export Share in Total Products (%),38.1617,35.5801,43.3783,49.0622,53.4235,58.0944,63.5004,67.8762,67.8194,67.5803,69.6453,71.0331,70.5029,71.3091,72.0126,71.6896,71.4286,72.6695
China,Turkmenistan,Export,Export Share in Total Products (%),3.3556,2.7129,3.5428,5.2898,5.3466,5.4384,8.1087,12.1104,22.5691,29.7012,28.0422,25.9059,31.536,31.1327,33.2957,34.9425,29.8166,29.9388
China,Turks and Caicos Isl.,Export,Export Share in Total Products (%),0.1459,0.0209,,0.0421,0.0211,0.0843,0.5476,1.6251,0.9207,1.1009,1.4818,0.9903,0.6343,0.9496,1.1068,1.2633,2.7394,3.4475
China,Tuvalu,Export,Export Share in Total Products (%),,,0.0211,0.1475,0.2959,0.9064,1.032,1.4248,1.3474,1.2806,1.7737,4.3889,3.7381,1.8539,2.6203,3.4739,3.4186,4.3094
China,Uganda,Export,Export Share in Total Products (%),6.8153,6.4482,9.5951,11.844,13.3347,14.2074,16.5122,21.3045,23.1978,26.5109,28.0198,30.1823,31.0603,32.4667,34.9447,36.5215,39.0989,39.7823
China,Ukraine,Export,Export Share in Total Products (%),18.5077,22.1828,30.6411,35.49,41.4835,48.7142,54.1281,59.3722,60.7007,56.3918,59.6318,60.8823,61.5315,62.2202,60.8313,59.8466,61.9878,63.3023
China,United Arab Emirates,Export,Export Share in Total Products (%),48.7703,52.1285,55.4407,58.6934,62.426,65.2403,67.2494,70.2582,70.7164,70.5459,71.1495,71.7758,71.8396,73.0047,74.6103,73.5394,73.5341,73.1458
China,United Kingdom,Export,Export Share in Total Products (%),56.8362,59.0568,61.9359,63.7724,66.3779,69.3297,71.6512,73.7311,73.4786,73.0173,74.0907,74.0491,75.2832,75.6726,76.2819,76.4719,77.2244,77.183
China,United States,Export,Export Share in Total Products (%),76.5944,77.5042,79.8819,80.8008,82.7557,84.317,85.952,86.1086,85.5154,85.5313,85.5635,86.2705,86.8373,86.2989,86.8308,87.4351,88.1367,88.0925
China,Unspecified,Export,Export Share in Total Products (%),8.2326,6.8447,6.1788,8.4299,9.721,8.9798,9.941,11.9323,11.161,6.785,6.8029,5.8969,6.9098,7.0088,8.4933,8.3465,9.1238,6.6682
China,Uruguay,Export,Export Share in Total Products (%),24.1767,26.0017,23.5344,25.4162,29.3111,33.2841,37.321,41.3847,44.1725,46.0346,47.8671,50.5964,51.6991,52.9279,53.4899,54.0266,53.2941,54.1166
China,Uzbekistan,Export,Export Share in Total Products (%),8.3993,5.6553,9.2577,13.509,17.2443,21.6273,25.9056,32.8807,34.4038,39.2721,41.9847,42.4488,43.7698,48.6322,51.9765,51.658,52.547,57.5187
China,Vanuatu,Export,Export Share in Total Products (%),6.0025,5.3631,5.9258,4.9104,5.4945,7.5885,8.214,11.4648,11.4754,10.9414,14.4365,13.7295,15.6321,18.0194,19.4037,22.9416,26.9414,27.9428
China,Venezuela,Export,Export Share in Total Products (%),27.5531,32.2204,31.5268,28.6828,35.4607,40.5776,44.524,46.8388,48.4393,48.7531,50.2021,54.2426,56.2075,54.827,53.2867,51.2294,48.8114,45.9288
China,Vietnam,Export,Export Share in Total Products (%),50.0208,55.0501,63.6651,66.1749,68.3855,70.7209,72.4094,75.6456,76.8022,77.7129,78.6035,78.3029,78.908,79.7875,80.6867,81.7279,82.6806,83.579
China,Wallis and Futura Isl.,Export,Export Share in Total Products (%),,,,,,0.253,0.695,0.8014,1.3923,0.3145,0.2919,0.7202,0.2039,1.2435,2.6203,1.4212,0.566,1.0433
China,Western Sahara,Export,Export Share in Total Products (%),0.0208,0.2087,0.0633,0.0843,0.1479,0.1265,0.0421,0.2226,0.4716,0.0899,0.0449,0.1576,0.4531,0.1583,0.3614,0.2707,0.6566,0.7258
China,Yemen,Export,Export Share in Total Products (%),22.8429,24.1861,27.4146,28.8936,30.41,34.7808,36.5628,39.7596,40.9162,42.6196,44.0727,38.6901,42.0707,45.806,46.4423,37.7397,40.0724,42.1638
China,Zambia,Export,Export Share in Total Products (%),8.6911,10.3088,13.2012,11.8019,14.6027,16.7159,21.1457,26.2689,29.7103,29.1395,34.7104,37.3171,36.0897,37.9154,39.5753,38.9127,36.835,41.7328
China,Zimbabwe,Export,Export Share in Total Products (%),13.8599,11.8948,11.957,13.235,16.1665,17.6855,18.6394,22.195,21.4238,26.2862,32.6448,35.8542,37.1772,37.5085,37.9489,39.3187,38.3518,39.1699