Date,Median,Upper,Lower
1904/09,-0.478,-0.553,-0.413
1904/10,-0.473,-0.541,-0.413
1904/11,-0.387,-0.461,-0.317
1904/12,-0.407,-0.484,-0.346
1905/01,-0.46,-0.532,-0.394
1905/02,-0.703,-0.794,-0.647
1905/03,-0.462,-0.535,-0.397
1905/04,-0.555,-0.617,-0.484
1905/05,-0.344,-0.44,-0.287
1905/06,-0.314,-0.402,-0.245
1905/07,-0.297,-0.367,-0.227
1905/08,-0.301,-0.367,-0.247
1905/09,-0.313,-0.385,-0.247
1905/10,-0.363,-0.431,-0.305
1905/11,-0.218,-0.288,-0.152
1905/12,-0.199,-0.273,-0.135
1906/01,-0.075,-0.148,-0.011
1906/02,-0.225,-0.306,-0.166
1906/03,-0.284,-0.356,-0.21
1906/04,-0.115,-0.176,-0.046
1906/05,-0.329,-0.416,-0.268
1906/06,-0.287,-0.372,-0.222
1906/07,-0.315,-0.387,-0.247
1906/08,-0.319,-0.387,-0.262
1906/09,-0.385,-0.459,-0.328
1906/10,-0.351,-0.413,-0.289
1906/11,-0.427,-0.495,-0.36
1906/12,-0.283,-0.357,-0.218
1907/01,-0.431,-0.503,-0.367
1907/02,-0.512,-0.592,-0.45
1907/03,-0.338,-0.408,-0.272
1907/04,-0.507,-0.565,-0.435
1907/05,-0.555,-0.649,-0.499
1907/06,-0.524,-0.611,-0.459
1907/07,-0.402,-0.471,-0.333
1907/08,-0.452,-0.525,-0.407
1907/09,-0.405,-0.473,-0.353
1907/10,-0.359,-0.424,-0.305
1907/11,-0.581,-0.655,-0.529
1907/12,-0.525,-0.599,-0.464
1908/01,-0.412,-0.486,-0.354
1908/02,-0.413,-0.495,-0.355
1908/03,-0.636,-0.711,-0.565
1908/04,-0.55,-0.611,-0.488
1908/05,-0.474,-0.566,-0.416
1908/06,-0.472,-0.559,-0.411
1908/07,-0.469,-0.543,-0.404
1908/08,-0.532,-0.596,-0.478
1908/09,-0.454,-0.528,-0.39
1908/10,-0.579,-0.644,-0.519
1908/11,-0.596,-0.666,-0.539
1908/12,-0.568,-0.639,-0.507
1909/01,-0.579,-0.646,-0.512
1909/02,-0.531,-0.608,-0.471
1909/03,-0.69,-0.762,-0.617
1909/04,-0.604,-0.661,-0.543
1909/05,-0.586,-0.672,-0.525
1909/06,-0.512,-0.591,-0.452
1909/07,-0.573,-0.65,-0.508
1909/08,-0.317,-0.376,-0.259
1909/09,-0.398,-0.465,-0.342
1909/10,-0.481,-0.55,-0.425
1909/11,-0.42,-0.501,-0.361
1909/12,-0.591,-0.661,-0.526
1910/01,-0.352,-0.422,-0.289
1910/02,-0.514,-0.591,-0.45
1910/03,-0.487,-0.558,-0.414
1910/04,-0.45,-0.512,-0.382
1910/05,-0.466,-0.556,-0.41
1910/06,-0.482,-0.565,-0.42
1910/07,-0.466,-0.531,-0.397
1910/08,-0.436,-0.515,-0.38
1910/09,-0.441,-0.511,-0.38
1910/10,-0.482,-0.55,-0.425
1910/11,-0.652,-0.722,-0.594
1910/12,-0.666,-0.745,-0.604
1911/01,-0.554,-0.622,-0.494
1911/02,-0.753,-0.833,-0.691
1911/03,-0.701,-0.769,-0.618
1911/04,-0.717,-0.773,-0.651
1911/05,-0.6,-0.687,-0.548
1911/06,-0.567,-0.65,-0.503
1911/07,-0.51,-0.577,-0.445
1911/08,-0.5,-0.562,-0.448
1911/09,-0.511,-0.588,-0.442
1911/10,-0.465,-0.531,-0.403
1911/11,-0.374,-0.445,-0.313
1911/12,-0.293,-0.374,-0.229
1912/01,-0.361,-0.432,-0.295
1912/02,-0.288,-0.369,-0.219
1912/03,-0.385,-0.455,-0.309
1912/04,-0.342,-0.402,-0.275
1912/05,-0.375,-0.468,-0.311
1912/06,-0.312,-0.394,-0.244
1912/07,-0.453,-0.519,-0.388
1912/08,-0.559,-0.615,-0.497
1912/09,-0.557,-0.631,-0.499
1912/10,-0.641,-0.712,-0.578
1912/11,-0.518,-0.584,-0.459
1912/12,-0.484,-0.562,-0.422
1913/01,-0.451,-0.522,-0.39
1913/02,-0.508,-0.579,-0.445
1913/03,-0.537,-0.607,-0.457
1913/04,-0.431,-0.488,-0.366
1913/05,-0.513,-0.602,-0.446
1913/06,-0.505,-0.585,-0.439
1913/07,-0.431,-0.497,-0.369
1913/08,-0.39,-0.449,-0.338
1913/09,-0.426,-0.499,-0.37
1913/10,-0.425,-0.489,-0.362
1913/11,-0.264,-0.332,-0.211
1913/12,-0.232,-0.305,-0.164
1914/01,-0.079,-0.155,-0.015
1914/02,-0.211,-0.29,-0.148
1914/03,-0.326,-0.394,-0.248
1914/04,-0.39,-0.45,-0.33
1914/05,-0.282,-0.377,-0.213
1914/06,-0.281,-0.363,-0.211
1914/07,-0.328,-0.397,-0.261
1914/08,-0.214,-0.272,-0.165
1914/09,-0.255,-0.334,-0.181
1914/10,-0.146,-0.216,-0.081
1914/11,-0.183,-0.258,-0.12
1914/12,-0.249,-0.333,-0.177
1915/01,-0.111,-0.188,-0.046
1915/02,-0.044,-0.128,0.02
1915/03,-0.187,-0.262,-0.107
1915/04,-0.046,-0.108,0.019
1915/05,-0.196,-0.301,-0.13
1915/06,-0.215,-0.301,-0.142
1915/07,-0.1,-0.171,-0.015
1915/08,-0.065,-0.143,-0.003
1915/09,-0.128,-0.21,-0.055
1915/10,-0.255,-0.325,-0.182
1915/11,-0.138,-0.207,-0.068
1915/12,-0.253,-0.33,-0.188
1916/01,-0.235,-0.308,-0.164
1916/02,-0.181,-0.264,-0.116
1916/03,-0.406,-0.476,-0.327
1916/04,-0.339,-0.405,-0.257
1916/05,-0.351,-0.449,-0.281
1916/06,-0.472,-0.563,-0.391
1916/07,-0.378,-0.455,-0.292
1916/08,-0.342,-0.411,-0.278
1916/09,-0.335,-0.413,-0.267
1916/10,-0.395,-0.467,-0.324
1916/11,-0.572,-0.646,-0.513
1916/12,-0.629,-0.706,-0.56
1917/01,-0.68,-0.755,-0.607
1917/02,-0.765,-0.851,-0.682
1917/03,-0.832,-0.91,-0.745
1917/04,-0.477,-0.543,-0.415
1917/05,-0.662,-0.768,-0.591
1917/06,-0.357,-0.445,-0.279
1917/07,-0.122,-0.206,-0.042
1917/08,-0.226,-0.289,-0.151
1917/09,-0.125,-0.202,-0.051
1917/10,-0.385,-0.459,-0.316
1917/11,-0.386,-0.463,-0.316
1917/12,-0.635,-0.721,-0.564
1918/01,-0.501,-0.591,-0.427
1918/02,-0.514,-0.604,-0.439
1918/03,-0.445,-0.52,-0.355
1918/04,-0.49,-0.554,-0.41
1918/05,-0.426,-0.539,-0.351
1918/06,-0.329,-0.416,-0.246
1918/07,-0.336,-0.419,-0.25
1918/08,-0.358,-0.422,-0.286
1918/09,-0.243,-0.328,-0.165
1918/10,-0.095,-0.174,-0.024
1918/11,-0.05,-0.129,0.028
1918/12,-0.232,-0.321,-0.151
1919/01,-0.106,-0.198,-0.033
1919/02,-0.085,-0.182,0.003
1919/03,-0.306,-0.393,-0.225
1919/04,-0.072,-0.142,0.002
1919/05,-0.255,-0.347,-0.185
1919/06,-0.252,-0.339,-0.18
1919/07,-0.362,-0.44,-0.272
1919/08,-0.336,-0.403,-0.273
1919/09,-0.239,-0.323,-0.156
1919/10,-0.296,-0.382,-0.224
1919/11,-0.532,-0.606,-0.467
1919/12,-0.46,-0.536,-0.392
1920/01,-0.239,-0.321,-0.161
1920/02,-0.427,-0.516,-0.358
1920/03,-0.119,-0.194,-0.03
1920/04,-0.264,-0.335,-0.172
1920/05,-0.2,-0.29,-0.124
1920/06,-0.211,-0.299,-0.131
1920/07,-0.285,-0.369,-0.203
1920/08,-0.233,-0.294,-0.163
1920/09,-0.139,-0.223,-0.064
1920/10,-0.233,-0.313,-0.147
1920/11,-0.289,-0.355,-0.225
1920/12,-0.358,-0.437,-0.289
1921/01,-0.141,-0.221,-0.067
1921/02,-0.183,-0.266,-0.115
1921/03,-0.249,-0.323,-0.154
1921/04,-0.22,-0.284,-0.134
1921/05,-0.203,-0.292,-0.132
1921/06,-0.121,-0.213,-0.051
1921/07,-0.14,-0.224,-0.07
1921/08,-0.283,-0.344,-0.203
1921/09,-0.165,-0.242,-0.095
1921/10,-0.142,-0.223,-0.075
1921/11,-0.301,-0.373,-0.231
1921/12,-0.147,-0.227,-0.076
1922/01,-0.387,-0.467,-0.313
1922/02,-0.275,-0.358,-0.21
1922/03,-0.267,-0.347,-0.162
1922/04,-0.235,-0.299,-0.133
1922/05,-0.371,-0.456,-0.3
1922/06,-0.324,-0.404,-0.257
1922/07,-0.229,-0.308,-0.152
1922/08,-0.348,-0.405,-0.278
1922/09,-0.282,-0.354,-0.21
1922/10,-0.33,-0.408,-0.253
1922/11,-0.292,-0.365,-0.225
1922/12,-0.308,-0.387,-0.24
1923/01,-0.237,-0.319,-0.16
1923/02,-0.419,-0.506,-0.353
1923/03,-0.412,-0.493,-0.306
1923/04,-0.36,-0.435,-0.271
1923/05,-0.319,-0.406,-0.247
1923/06,-0.243,-0.332,-0.176
1923/07,-0.352,-0.437,-0.282
1923/08,-0.377,-0.438,-0.299
1923/09,-0.327,-0.398,-0.257
1923/10,-0.27,-0.352,-0.196
1923/11,-0.021,-0.099,0.042
1923/12,-0.014,-0.094,0.056
1924/01,-0.315,-0.395,-0.24
1924/02,-0.204,-0.281,-0.136
1924/03,-0.271,-0.348,-0.172
1924/04,-0.283,-0.351,-0.193
1924/05,-0.245,-0.333,-0.179
1924/06,-0.214,-0.303,-0.143
1924/07,-0.263,-0.351,-0.189
1924/08,-0.284,-0.345,-0.212
1924/09,-0.284,-0.354,-0.198
1924/10,-0.316,-0.4,-0.245
1924/11,-0.361,-0.439,-0.286
1924/12,-0.53,-0.614,-0.468
1925/01,-0.403,-0.482,-0.321
1925/02,-0.308,-0.392,-0.233
1925/03,-0.23,-0.312,-0.125
1925/04,-0.273,-0.351,-0.187
1925/05,-0.256,-0.346,-0.19
1925/06,-0.257,-0.349,-0.188
1925/07,-0.214,-0.301,-0.139
1925/08,-0.128,-0.189,-0.036
1925/09,-0.191,-0.27,-0.109
1925/10,-0.309,-0.386,-0.225
1925/11,-0.063,-0.148,0.007
1925/12,0.001,-0.074,0.071
1926/01,0.086,0.004,0.158
1926/02,-0.042,-0.118,0.033
1926/03,-0.028,-0.117,0.077
1926/04,-0.176,-0.242,-0.085
1926/05,-0.217,-0.302,-0.14
1926/06,-0.087,-0.182,-0.017
1926/07,-0.239,-0.325,-0.169
1926/08,-0.09,-0.154,-0.015
1926/09,-0.097,-0.168,-0.026
1926/10,-0.088,-0.166,-0.011
1926/11,-0.109,-0.194,-0.044
1926/12,-0.244,-0.327,-0.185
1927/01,-0.261,-0.337,-0.186
1927/02,-0.146,-0.22,-0.074
1927/03,-0.333,-0.422,-0.238
1927/04,-0.258,-0.328,-0.186
1927/05,-0.257,-0.344,-0.192
1927/06,-0.236,-0.325,-0.173
1927/07,-0.147,-0.234,-0.076
1927/08,-0.145,-0.203,-0.071
1927/09,-0.134,-0.2,-0.065
1927/10,-0.038,-0.12,0.037
1927/11,-0.173,-0.253,-0.1
1927/12,-0.422,-0.518,-0.355
1928/01,-0.054,-0.131,0.022
1928/02,-0.133,-0.219,-0.056
1928/03,-0.344,-0.434,-0.246
1928/04,-0.251,-0.328,-0.168
1928/05,-0.281,-0.365,-0.213
1928/06,-0.337,-0.427,-0.268
1928/07,-0.166,-0.246,-0.091
1928/08,-0.176,-0.234,-0.088
1928/09,-0.221,-0.295,-0.138
1928/10,-0.161,-0.236,-0.082
1928/11,-0.153,-0.231,-0.087
1928/12,-0.24,-0.336,-0.166
1929/01,-0.487,-0.569,-0.41
1929/02,-0.67,-0.753,-0.598
1929/03,-0.409,-0.497,-0.301
1929/04,-0.389,-0.475,-0.313
1929/05,-0.391,-0.474,-0.318
1929/06,-0.351,-0.44,-0.282
1929/07,-0.358,-0.443,-0.278
1929/08,-0.185,-0.255,-0.111
1929/09,-0.265,-0.335,-0.182
1929/10,-0.176,-0.253,-0.1
1929/11,-0.072,-0.15,0.001
1929/12,-0.488,-0.581,-0.411
1930/01,-0.327,-0.42,-0.243
1930/02,-0.287,-0.379,-0.214
1930/03,-0.15,-0.249,-0.03
1930/04,-0.201,-0.301,-0.106
1930/05,-0.201,-0.287,-0.126
1930/06,-0.165,-0.253,-0.084
1930/07,-0.122,-0.215,-0.035
1930/08,-0.056,-0.138,0.05
1930/09,-0.079,-0.16,0.002
1930/10,-0.089,-0.166,0.001
1930/11,0.078,-0.012,0.153
1930/12,-0.079,-0.188,0.003
1931/01,-0.007,-0.1,0.077
1931/02,-0.162,-0.253,-0.088
1931/03,-0.123,-0.22,-0.01
1931/04,-0.182,-0.279,-0.086
1931/05,-0.166,-0.253,-0.088
1931/06,-0.04,-0.13,0.044
1931/07,0.002,-0.086,0.086
1931/08,-0.054,-0.134,0.055
1931/09,-0.05,-0.127,0.031
1931/10,-0.046,-0.123,0.047
1931/11,-0.153,-0.241,-0.078
1931/12,-0.105,-0.211,-0.026
1932/01,0.157,0.062,0.244
1932/02,-0.196,-0.289,-0.121
1932/03,-0.243,-0.346,-0.132
1932/04,-0.069,-0.166,0.026
1932/05,-0.169,-0.256,-0.097
1932/06,-0.191,-0.279,-0.107
1932/07,-0.128,-0.218,-0.045
1932/08,-0.197,-0.273,-0.096
1932/09,-0.039,-0.117,0.036
1932/10,-0.176,-0.252,-0.086
1932/11,-0.235,-0.321,-0.161
1932/12,-0.194,-0.296,-0.113
1933/01,-0.295,-0.382,-0.212
1933/02,-0.324,-0.413,-0.252
1933/03,-0.348,-0.437,-0.239
1933/04,-0.222,-0.313,-0.132
1933/05,-0.213,-0.296,-0.14
1933/06,-0.261,-0.344,-0.183
1933/07,-0.185,-0.271,-0.104
1933/08,-0.179,-0.25,-0.078
1933/09,-0.235,-0.314,-0.163
1933/10,-0.204,-0.281,-0.121
1933/11,-0.316,-0.402,-0.247
1933/12,-0.531,-0.63,-0.459
1934/01,-0.225,-0.314,-0.149
1934/02,-0.165,-0.253,-0.096
1934/03,-0.396,-0.49,-0.292
1934/04,-0.25,-0.341,-0.163
1934/05,-0.082,-0.168,-0.011
1934/06,-0.043,-0.122,0.032
1934/07,-0.068,-0.152,0.01
1934/08,-0.058,-0.133,0.04
1934/09,-0.101,-0.174,-0.031
1934/10,-0.091,-0.17,-0.004
1934/11,0.022,-0.059,0.089
1934/12,-0.142,-0.237,-0.072
1935/01,-0.233,-0.319,-0.161
1935/02,0.101,0.02,0.174
1935/03,-0.23,-0.318,-0.131
1935/04,-0.273,-0.361,-0.186
1935/05,-0.245,-0.328,-0.177
1935/06,-0.188,-0.269,-0.112
1935/07,-0.142,-0.223,-0.068
1935/08,-0.154,-0.228,-0.059
1935/09,-0.141,-0.21,-0.073
1935/10,-0.075,-0.15,0.007
1935/11,-0.308,-0.389,-0.235
1935/12,-0.274,-0.373,-0.208
1936/01,-0.31,-0.397,-0.238
1936/02,-0.365,-0.441,-0.296
1936/03,-0.31,-0.402,-0.209
1936/04,-0.213,-0.297,-0.131
1936/05,-0.16,-0.24,-0.092
1936/06,-0.161,-0.238,-0.091
1936/07,-0.021,-0.1,0.053
1936/08,-0.045,-0.116,0.048
1936/09,-0.108,-0.175,-0.038
1936/10,-0.006,-0.08,0.078
1936/11,-0.071,-0.155,0.002
1936/12,-0.014,-0.11,0.052
1937/01,-0.134,-0.223,-0.057
1937/02,0.039,-0.04,0.107
1937/03,-0.279,-0.368,-0.178
1937/04,-0.135,-0.212,-0.054
1937/05,-0.083,-0.163,-0.018
1937/06,-0.006,-0.082,0.065
1937/07,0.055,-0.025,0.128
1937/08,0.085,0.014,0.176
1937/09,0.115,0.044,0.188
1937/10,0.12,0.05,0.2
1937/11,0.002,-0.076,0.069
1937/12,-0.113,-0.206,-0.048
1938/01,0.013,-0.066,0.085
1938/02,0.017,-0.056,0.079
1938/03,0.057,-0.026,0.151
1938/04,0.077,-0.002,0.156
1938/05,-0.092,-0.172,-0.031
1938/06,-0.059,-0.135,0.002
1938/07,-0.044,-0.115,0.021
1938/08,0.015,-0.05,0.1
1938/09,0.056,-0.013,0.118
1938/10,0.141,0.075,0.218
1938/11,0.021,-0.051,0.087
1938/12,-0.296,-0.38,-0.233
1939/01,-0.068,-0.149,0.001
1939/02,-0.045,-0.119,0.017
1939/03,-0.271,-0.352,-0.177
1939/04,-0.106,-0.177,-0.033
1939/05,-0.031,-0.103,0.024
1939/06,0.062,-0.008,0.118
1939/07,0.047,-0.018,0.112
1939/08,0.036,-0.024,0.114
1939/09,-0.081,-0.13,-0.024
1939/10,-0.278,-0.334,-0.223
1939/11,-0.129,-0.183,-0.072
1939/12,0.229,0.173,0.27
1940/01,-0.192,-0.246,-0.133
1940/02,-0.043,-0.099,0.01
1940/03,-0.119,-0.175,-0.054
1940/04,0.047,-0.007,0.096
1940/05,0.019,-0.036,0.065
1940/06,0.034,-0.017,0.084
1940/07,0.145,0.083,0.193
1940/08,0.043,-0.006,0.095
1940/09,0.122,0.079,0.178
1940/10,0.011,-0.041,0.065
1940/11,-0.067,-0.122,-0.015
1940/12,0.161,0.104,0.209
1941/01,-0.092,-0.134,-0.05
1941/02,-0.017,-0.06,0.032
1941/03,-0.136,-0.176,-0.094
1941/04,0.019,-0.028,0.055
1941/05,-0.022,-0.075,0.009
1941/06,0.119,0.064,0.15
1941/07,0.122,0.076,0.157
1941/08,0.024,-0.014,0.054
1941/09,-0.135,-0.181,-0.097
1941/10,0.216,0.167,0.254
1941/11,0.051,0.001,0.09
1941/12,0.095,0.051,0.129
1942/01,0.206,0.153,0.255
1942/02,-0.088,-0.147,-0.036
1942/03,-0.09,-0.146,-0.051
1942/04,-0.065,-0.13,-0.021
1942/05,-0.019,-0.074,0.022
1942/06,0.034,-0.027,0.08
1942/07,-0.081,-0.136,-0.038
1942/08,-0.067,-0.129,-0.024
1942/09,0.002,-0.052,0.048
1942/10,-0.084,-0.143,-0.04
1942/11,-0.066,-0.12,-0.022
1942/12,0,-0.062,0.04
1943/01,-0.214,-0.265,-0.168
1943/02,0.068,0.02,0.115
1943/03,-0.204,-0.255,-0.165
1943/04,-0.003,-0.053,0.042
1943/05,-0.018,-0.08,0.023
1943/06,-0.096,-0.145,-0.048
1943/07,0.003,-0.054,0.043
1943/08,-0.009,-0.067,0.028
1943/09,-0.025,-0.077,0.016
1943/10,0.229,0.167,0.266
1943/11,0.014,-0.042,0.054
1943/12,0.191,0.126,0.233
1944/01,0.281,0.229,0.328
1944/02,0.125,0.077,0.18
1944/03,0.135,0.086,0.177
1944/04,0.046,0,0.091
1944/05,0.057,0.005,0.103
1944/06,0.152,0.094,0.196
1944/07,0.22,0.173,0.256
1944/08,0.236,0.173,0.275
1944/09,0.293,0.244,0.332
1944/10,0.209,0.158,0.245
1944/11,0.007,-0.041,0.043
1944/12,-0.034,-0.096,0.002
1945/01,-0.01,-0.065,0.035
1945/02,-0.103,-0.154,-0.054
1945/03,-0.048,-0.096,-0.01
1945/04,0.168,0.119,0.207
1945/05,-0.108,-0.162,-0.071
1945/06,-0.003,-0.06,0.034
1945/07,-0.084,-0.133,-0.045
1945/08,0.364,0.306,0.405
1945/09,0.161,0.113,0.2
1945/10,0.173,0.123,0.206
1945/11,-0.012,-0.047,0.015
1945/12,-0.202,-0.244,-0.171
1946/01,0.096,0.056,0.123
1946/02,0.039,0,0.078
1946/03,-0.062,-0.106,-0.025
1946/04,0.139,0.095,0.182
1946/05,-0.11,-0.161,-0.076
1946/06,-0.255,-0.304,-0.206
1946/07,-0.043,-0.092,0.014
1946/08,-0.147,-0.207,-0.101
1946/09,-0.015,-0.07,0.028
1946/10,-0.052,-0.093,0.001
1946/11,-0.094,-0.155,-0.05
1946/12,-0.361,-0.421,-0.299
1947/01,-0.113,-0.169,-0.052
1947/02,-0.174,-0.234,-0.126
1947/03,-0.064,-0.131,-0.001
1947/04,0.089,0.028,0.15
1947/05,-0.057,-0.115,-0.006
1947/06,0.004,-0.056,0.06
1947/07,-0.003,-0.063,0.071
1947/08,-0.04,-0.102,0.025
1947/09,-0.068,-0.124,-0.015
1947/10,0.068,0.019,0.134
1947/11,0.047,-0.031,0.104
1947/12,-0.175,-0.244,-0.11
1948/01,0.089,0.037,0.153
1948/02,-0.123,-0.181,-0.068
1948/03,-0.178,-0.248,-0.097
1948/04,-0.045,-0.109,0.013
1948/05,0.101,0.034,0.153
1948/06,0.069,0.006,0.13
1948/07,-0.104,-0.167,-0.029
1948/08,-0.003,-0.072,0.063
1948/09,-0.056,-0.118,-0.004
1948/10,0.022,-0.032,0.096
1948/11,-0.059,-0.13,-0.002
1948/12,-0.198,-0.26,-0.136
1949/01,0.149,0.104,0.202
1949/02,-0.144,-0.19,-0.09
1949/03,-0.175,-0.235,-0.111
1949/04,0.004,-0.05,0.049
1949/05,-0.053,-0.108,-0.009
1949/06,-0.184,-0.233,-0.138
1949/07,-0.099,-0.151,-0.036
1949/08,-0.042,-0.099,0.012
1949/09,-0.079,-0.125,-0.033
1949/10,-0.034,-0.078,0.015
1949/11,-0.081,-0.137,-0.039
1949/12,-0.19,-0.246,-0.141
1950/01,-0.318,-0.36,-0.268
1950/02,-0.25,-0.293,-0.193
1950/03,-0.181,-0.238,-0.12
1950/04,-0.173,-0.22,-0.125
1950/05,-0.094,-0.145,-0.049
1950/06,-0.076,-0.124,-0.027
1950/07,-0.044,-0.088,0.022
1950/08,-0.12,-0.172,-0.066
1950/09,-0.106,-0.15,-0.059
1950/10,-0.129,-0.175,-0.074
1950/11,-0.391,-0.443,-0.346
1950/12,-0.25,-0.297,-0.195
1951/01,-0.354,-0.396,-0.31
1951/02,-0.461,-0.498,-0.405
1951/03,-0.293,-0.341,-0.244
1951/04,-0.108,-0.154,-0.064
1951/05,-0.015,-0.058,0.025
1951/06,0.033,-0.007,0.077
1951/07,0.041,0.001,0.096
1951/08,0.135,0.093,0.191
1951/09,0.091,0.054,0.136
1951/10,0.135,0.094,0.191
1951/11,-0.035,-0.083,0.003
1951/12,0.18,0.14,0.23
1952/01,0.184,0.146,0.226
1952/02,0.13,0.098,0.181
1952/03,-0.131,-0.177,-0.078
1952/04,0.053,0.006,0.106
1952/05,0.036,-0.012,0.076
1952/06,0.039,-0.005,0.087
1952/07,0.1,0.055,0.157
1952/08,0.093,0.048,0.142
1952/09,0.1,0.059,0.145
1952/10,-0.007,-0.052,0.047
1952/11,-0.186,-0.236,-0.146
1952/12,-0.062,-0.103,-0.012
1953/01,0.064,0.019,0.104
1953/02,0.147,0.105,0.195
1953/03,0.126,0.079,0.178
1953/04,0.191,0.152,0.234
1953/05,0.138,0.089,0.182
1953/06,0.167,0.124,0.216
1953/07,0.048,0.008,0.094
1953/08,0.099,0.055,0.146
1953/09,0.077,0.039,0.121
1953/10,0.073,0.029,0.127
1953/11,-0.067,-0.106,-0.03
1953/12,0.091,0.051,0.14
1954/01,-0.237,-0.275,-0.198
1954/02,-0.086,-0.12,-0.039
1954/03,-0.153,-0.195,-0.102
1954/04,-0.145,-0.19,-0.098
1954/05,-0.205,-0.25,-0.163
1954/06,-0.126,-0.163,-0.081
1954/07,-0.199,-0.24,-0.145
1954/08,-0.093,-0.131,-0.056
1954/09,-0.086,-0.121,-0.042
1954/10,-0.03,-0.071,0.028
1954/11,0.022,-0.019,0.058
1954/12,-0.232,-0.274,-0.191
1955/01,0.124,0.083,0.164
1955/02,-0.168,-0.197,-0.119
1955/03,-0.405,-0.444,-0.364
1955/04,-0.246,-0.288,-0.206
1955/05,-0.232,-0.277,-0.194
1955/06,-0.163,-0.194,-0.122
1955/07,-0.199,-0.237,-0.157
1955/08,-0.062,-0.098,-0.021
1955/09,-0.114,-0.153,-0.075
1955/10,-0.166,-0.206,-0.119
1955/11,-0.316,-0.357,-0.279
1955/12,-0.337,-0.381,-0.297
1956/01,-0.247,-0.28,-0.216
1956/02,-0.346,-0.377,-0.3
1956/03,-0.315,-0.349,-0.277
1956/04,-0.335,-0.376,-0.296
1956/05,-0.28,-0.327,-0.243
1956/06,-0.23,-0.26,-0.2
1956/07,-0.206,-0.245,-0.169
1956/08,-0.25,-0.289,-0.212
1956/09,-0.283,-0.316,-0.248
1956/10,-0.233,-0.271,-0.195
1956/11,-0.262,-0.296,-0.231
1956/12,-0.209,-0.243,-0.171
1957/01,-0.167,-0.196,-0.132
1957/02,-0.131,-0.159,-0.089
1957/03,-0.188,-0.226,-0.145
1957/04,-0.064,-0.098,-0.03
1957/05,0.049,0.014,0.087
1957/06,0.082,0.049,0.115
1957/07,0,-0.037,0.043
1957/08,0.093,0.063,0.139
1957/09,0.037,0.009,0.074
1957/10,-0.015,-0.052,0.024
1957/11,0.055,0.021,0.093
1957/12,0.151,0.118,0.195
1958/01,0.267,0.241,0.309
1958/02,0.184,0.157,0.224
1958/03,0.001,-0.03,0.04
1958/04,0.035,0,0.066
1958/05,0.032,-0.005,0.073
1958/06,-0.015,-0.044,0.016
1958/07,0.041,0.004,0.081
1958/08,0.004,-0.026,0.037
1958/09,-0.053,-0.085,-0.015
1958/10,0.014,-0.016,0.052
1958/11,0.011,-0.02,0.043
1958/12,0.03,-0.004,0.069
1959/01,0.087,0.062,0.122
1959/02,0.033,0.006,0.066
1959/03,0.079,0.044,0.114
1959/04,0.046,0.009,0.075
1959/05,-0.01,-0.04,0.022
1959/06,0.062,0.035,0.092
1959/07,0.03,-0.003,0.066
1959/08,0.047,0.014,0.075
1959/09,0.041,0.013,0.072
1959/10,-0.034,-0.061,0
1959/11,-0.111,-0.138,-0.083
1959/12,-0.069,-0.103,-0.032
1960/01,-0.032,-0.06,0.003
1960/02,0.104,0.08,0.136
1960/03,-0.314,-0.343,-0.281
1960/04,-0.176,-0.204,-0.148
